id:ID(Comment)|creationDate:LONG|locationIP:STRING|browserUsed:STRING|content:STRING|length:INT
687194896181|20111007071615385|27.103.239.245|Firefox|no way!|7
687194896182|20111007140500036|31.216.154.26|Chrome|fine|4
687194896183|20111006052718449|46.19.235.19|Internet Explorer|About Diocletian,  and quickly ignored. AlthougAbout Gwen Stefani, elling single The|84
687194896184|20111006114116814|80.94.167.126|Firefox|ok|2
687194896185|20111007100724225|31.177.57.251|Firefox|About Adolf Hitler, Germany lost theAbout John Gould, (January 3, 1886About H|77
687194896186|20111006213357605|46.19.235.19|Internet Explorer|About Belgian Congo,  formal relinquishment of his About French Third Republic, ss unles|88
687194896187|20111006112916438|109.178.249.33|Internet Explorer|About Charles de Gaulle, nch atomic weapons and promoted a foreign polAbout The Hindu Tim|89
687194896188|20111006212600805|31.216.154.26|Chrome|right|5
687194896189|20111006042747471|1.4.4.189|Firefox|About Diocletian, cletian's youth. WeakeAbout Katy Perry, ber 25, 1984), known bAbou|84
687194896190|20111007020918633|61.17.37.36|Chrome|LOL|3
687194896191|20111007214444086|78.40.99.130|Internet Explorer|fine|4
481036465985|20110321225016575|41.63.133.29|Chrome|yes|3
481036465986|20110321222751585|1.4.4.189|Firefox|About Genghis Khan, ers and H.H. Howorth have argued that the MonAbout Dirt off Your Sho|88
481036465988|20110323122142559|78.40.99.130|Internet Explorer|thx|3
481036465989|20110323160120620|196.201.30.226|Chrome|good|4
481036465990|20110323002638051|27.116.17.45|Internet Explorer|no|2
481036465991|20110323020218917|118.107.128.185|Chrome|ok|2
481036465992|20110322191413236|1.37.3.210|Opera|About Michelangelo, en the sheer volAbout Barbra Streisand, f the rare artisAbo|79
481036465993|20110322204313601|116.66.192.252|Internet Explorer|I see|5
481036465994|20110323031534188|195.94.7.215|Firefox|maybe|5
481036465995|20110323041732111|41.75.234.112|Internet Explorer|fine|4
481036465996|20110322203820577|196.223.2.11|Firefox|About Michelangelo,  into accouAbout And Then..., belmate R. About Still No|75
481036465997|20110322203830829|196.201.30.226|Chrome|About Michelangelo, often consideredAbout Pyotr Ilyich Tchaikovsky, aikovsk|75
481036465998|20110322180715304|31.12.67.140|Firefox|About Michelangelo, scences thatAbout Shaolin vs. Wu-Tang, k, Lloyd BanAbout Commonwealth|89
481036465999|20110322214038996|118.107.128.185|Chrome|About Noam Chomsky, e Chomsky hAbout James Madison, ciety, he wAbout Robin Williams, wa|87
481036466000|20110322223859397|195.94.29.22|Internet Explorer|fine|4
481036466001|20110323105618538|31.12.67.140|Firefox|About Wright brothers, ucted extenAbout Shaolin vs. Wu-Tang, s from mostAbout Germany|85
481036466002|20110322202725990|196.201.30.226|Chrome|great|5
481036466003|20110324104603655|117.18.247.146|Chrome|About David Hume,  he argued aAbout Shaolin vs. Wu-Tang,  in its firsAbout Fran|79
481036466004|20110322215657517|200.0.70.44|Chrome|great|5
481036466006|20110323200921517|196.223.2.11|Firefox|LOL|3
481036466007|20110323200905846|195.94.29.22|Internet Explorer|About Phil Spector, . 1 (Super 2307 About Coen brothers, eir films includAbout|78
481036466008|20110324033513257|1.4.4.189|Firefox|fine|4
481036466009|20110324132212076|41.78.117.83|Chrome|About Phil Spector, rystals Sing TheAbout Lebanon, French expanded About New Ze|79
481036466010|20110323201537182|61.17.197.42|Safari|cool|4
687194896220|20111007030114150|117.18.247.146|Chrome|yes|3
687194896221|20111006071004961|1.4.4.189|Firefox|LOL|3
687194896222|20111006053520935|88.151.199.140|Firefox|roflol|6
687194896223|20111006192941555|41.222.161.26|Internet Explorer|thx|3
687194896224|20111006115441369|196.29.42.107|Firefox|no|2
687194896225|20111006173413690|213.55.72.184|Chrome|About Stephen Harper, nstead joined, About Albert, Prince Consort, olition of slavAbout S|89
687194896226|20111006190549447|27.115.85.233|Internet Explorer|good|4
687194896229|20111006083116906|64.7.132.40|Firefox|no|2
687194896230|20111006032946083|2.253.101.32|Internet Explorer|About Sammy Sosa, h the mileAbout Gioachino Rossini, cy for insAbout Livy, in differeAb|87
687194896231|20111006062706337|31.12.67.140|Firefox|thanks|6
687194896232|20111006045500595|117.18.247.146|Chrome|great|5
687194896233|20111006084611430|116.66.192.252|Internet Explorer|I see|5
687194896234|20111006044701108|27.35.111.48|Chrome|thanks|6
687194896235|20111006162158255|27.131.194.198|Firefox|I see|5
687194896236|20111006035109719|41.63.133.29|Chrome|roflol|6
687194896237|20111006032742989|200.0.70.44|Chrome|yes|3
687194896238|20111006111401557|95.179.235.119|Opera|About Gioachino Rossini, cs Moïse etAbout Livy, nephew, theAbout Carlos Santana,  guit|86
687194896239|20111006112152516|58.145.168.54|Chrome|roflol|6
687194896240|20111007005939974|27.116.17.45|Internet Explorer|About Sammy Sosa, the Texas About Livy, covering tAbout Kris Kristofferson, It |79
687194896241|20111006125552607|80.94.167.126|Firefox|thx|3
687194896242|20111006062751897|1.28.102.211|Firefox|About Gioachino Rossini, an composerAbout Bob Hope, ed in vaudeAbout Finland|76
687194896243|20111006115721951|204.79.148.6|Firefox|right|5
687194896245|20111006184345044|95.179.235.119|Opera|duh|3
687194896246|20111006211130501|114.141.217.192|Firefox|About George Jones,  150 hits during his career, both as a solo artist and in duet|82
687194896247|20111006201730853|31.132.169.41|Safari|fine|4
687194896248|20111007083939094|2.253.101.32|Internet Explorer|About Sammy Sosa, the Texas Rangers in 1989. AftAbout Nicolas Cage, as Cage (born Nicol|87
687194896249|20111006184021154|41.78.117.83|Chrome|thanks|6
687194896250|20111007100956794|41.220.148.102|Firefox|About Sammy Sosa, bsequently became oAbout Nicolas Cage, st Rider: Spirit |74
687194896251|20111006213819334|204.79.148.6|Firefox|About Way Down, l off the Hot 100's top 40 from its peak position at #31 when news of |86
687194896252|20111006234700067|195.94.7.215|Firefox|About Pahlavi dynasty, tional Assembly, known as the Majlis, convening as a cons|80
687194896253|20111007014525231|132.247.65.175|Internet Explorer|About The Man Who Stepped into Yesterday, d the evil Wilson himself. Several of the|83
687194896254|20111007004145814|27.103.239.245|Firefox|thx|3
687194896255|20111007144227461|41.222.161.26|Internet Explorer|thx|3
687194896256|20111008014519159|88.151.199.140|Firefox|ok|2
687194896257|20111008074436343|195.94.7.215|Firefox|About Nicolas Cage, 2009), Kick-Ass (2010),About Bolivia, n and all three, as welAbout C|88
687194896258|20111006191209582|197.220.203.36|Firefox|About Yemen, le whether they should be described as Mizrahi Jews, as most other Mizrahi g|89
687194896259|20111007200634538|41.90.120.201|Chrome|About Every Mile a Memory, rip Alone. It became Bentley's fourth Number One hit in Novembe|90
687194896260|20111007181156452|41.75.234.112|Internet Explorer|roflol|6
687194896261|20111008143314003|41.74.150.41|Firefox|good|4
687194896262|20111006215720323|41.75.234.112|Internet Explorer|duh|3
687194896263|20111007084136320|27.35.111.48|Chrome|I see|5
687194896264|20111006182727929|27.103.239.245|Firefox|About Nicolas Cage, r and director, having appeared in over 60 films including Raising Arizona (1987), The RockAbout Republic of Macedonia, Agreement and fostering long-term peace a|181
687194896266|20111007053614802|2.253.101.32|Internet Explorer|fine|4
481036466060|20110323035053737|118.107.128.185|Chrome|ok|2
481036466061|20110322173554990|118.107.128.185|Chrome|right|5
481036466062|20110322181656482|41.205.68.74|Firefox|thanks|6
481036466063|20110323033228695|31.12.67.140|Firefox|About George Frideric Handel, he never pAbout H. G. Wells, an and theAbout Moldov|81
481036466064|20110323003253567|46.19.34.91|Firefox|fine|4
481036466065|20110323053608901|41.75.234.112|Internet Explorer|good|4
481036466066|20110323011004209|31.177.57.251|Firefox|fine|4
481036466067|20110323135127663|49.194.208.50|Internet Explorer|right|5
481036466068|20110323132437541|41.74.214.2|Chrome|great|5
481036466069|20110322194015284|192.68.138.254|Opera|I see|5
481036466070|20110323055502582|103.10.22.200|Chrome|About George Frideric Handel, atorios is About Cyndi Lauper, enth studioAbout William |86
481036466071|20110323212112900|204.79.160.6|Internet Explorer|thx|3
481036466072|20110323150208829|196.201.30.226|Chrome|right|5
481036466073|20110323034747111|41.78.117.83|Chrome|thanks|6
481036466074|20110323155151089|118.107.128.185|Chrome|right|5
481036466075|20110324024735353|109.178.249.33|Internet Explorer|About H. G. Wells, socialist, ofAbout Marvin Gaye,  the group diAbout Songs in the Ke|85
481036466076|20110324025255431|112.78.102.248|Chrome|About H. G. Wells, rly date aAbout Peter Sellers,  his talenAbout Marvin Gaye, s la|83
481036466077|20110323080616050|196.1.98.252|Firefox|right|5
481036466078|20110324094959069|41.75.234.112|Internet Explorer|About Albert, Prince Consort, rt AugustuAbout H. G. Wells, imes indicAbout Alfred the |86
481036466079|20110322175618247|197.220.203.36|Firefox|About Genghis Khan, t is a narrativAbout Mel Gibson, , AO (born 3 JaAbout Dennis Hopper|87
687194896289|20111007214806743|192.68.138.254|Opera|no|2
687194896290|20111008042948597|195.94.7.215|Firefox|good|4
687194896291|20111007222014978|27.103.239.245|Firefox|About Sammy Sosa,  is one ofAbout Paul the Apostle, cated to tAbout Bette Davis, was the|88
687194896292|20111008060204453|91.149.144.7|Chrome|no|2
687194896293|20111008035326292|27.35.111.48|Chrome|About Eric Clapton, reatest GuiAbout Alfred the Great, self King oAbout Thomas Edison, car, elec|96
687194896294|20111008003235405|192.68.138.254|Opera|LOL|3
687194896295|20111008010553274|114.141.217.192|Firefox|About Sammy Sosa, 1989. After threAbout Paul the Apostle, raveling from JeAbout Bette Davis, ated and satirizAbout South Vietnam, nto communist anAbout Nordic countries, countries; |181
687194896296|20111007230731520|46.19.34.91|Firefox|About Sammy Sosa, tting prowessAbout H. P. Lovecraft, ce Carol OateAbout Bette Davis, er|88
687194896297|20111008082625492|41.75.234.112|Internet Explorer|ok|2
687194896298|20111008041258326|27.131.194.198|Firefox|fine|4
687194896299|20111007224132481|91.216.189.44|Chrome|no|2
687194896300|20111007222201429|204.79.160.6|Internet Explorer|no|2
687194896301|20111008011528636|27.5.116.14|Firefox|About Isabella I of Castile, e known for comAbout H. P. Lovecraft, g called LovecrAbou|86
687194896302|20111008034106259|118.107.128.185|Chrome|no|2
687194896303|20111008033926791|117.18.247.146|Chrome|no|2
687194896304|20111007222120857|31.12.67.140|Firefox|About Paul the Apostle, e there boAbout Elton John, John albumAbout Richard Burton, ti|86
687194896305|20111008103618935|27.5.116.14|Firefox|fine|4
687194896306|20111007224922957|2.253.101.32|Internet Explorer|About Sammy Sosa,  League caAbout Paul the Apostle,  the basisAbout Bette Davis, o hist|87
687194896307|20111008190725147|27.116.17.45|Internet Explorer|no way!|7
687194896308|20111008011859262|41.78.117.83|Chrome|About Sammy Sosa,  hit 60 or more homAbout Bob Hope, in vaudeville, on BAbout Alfred the Great, ury Welsh scholar aAbout Jack Kerouac, nsidered a l|147
481036466102|20110323102127016|196.201.30.226|Chrome|right|5
481036466103|20110322141107085|41.205.31.218|Internet Explorer|fine|4
481036466104|20110322141249786|109.178.249.33|Internet Explorer|About Louis XVI of France, ess and cAbout Genghis Khan, f GenghisAbout Theo|75
481036466105|20110323114554865|31.216.154.26|Chrome|About Genghis Khan, us accounAbout Theodore Roosevelt, ently beeAbout Ice Cu|76
481036466106|20110324011327055|116.66.192.252|Internet Explorer|roflol|6
481036466107|20110323143049368|196.1.143.58|Chrome|About Napoleon, that wouldAbout Genghis Khan, ition to pAbout Aldous Huxley, ion a|82
481036466108|20110322144904773|61.17.197.42|Safari|cool|4
481036466109|20110322190301772|41.78.117.83|Chrome|maybe|5
481036466110|20110323115442937|27.54.75.46|Firefox|right|5
481036466111|20110323064130816|148.240.94.143|Firefox|About Louis XVI of France, l and inteAbout Genghis Khan, istoriograAbout Interpol, s of t|89
481036466112|20110323130545991|112.78.102.248|Chrome|About James Blake, he Hopman CAbout Morocco, ssue decreeAbout New Sensations, a cal|83
481036466113|20110323175751500|46.29.169.180|Internet Explorer|ok|2
481036466114|20110323230049798|204.79.160.6|Internet Explorer|no|2
481036466115|20110323235932406|61.17.197.42|Safari|About Napoleon, g an openAbout Genghis Khan, Jack WeatAbout Aldous Huxley,  in Los AAbout |90
481036466116|20110323062550449|196.223.2.11|Firefox|thx|3
481036466117|20110323130950620|190.84.38.194|Opera|ok|2
687194896328|20111006012119865|49.194.208.50|Internet Explorer|LOL|3
687194896329|20111006034002119|27.115.85.233|Internet Explorer|good|4
687194896330|20111006012132095|46.19.34.91|Firefox|no|2
687194896331|20111006214755509|119.148.103.214|Firefox|I see|5
687194896332|20111006073813832|27.116.17.45|Chrome|About Wolfgang Amadeus Mozart, ravelled in seAbout Henry Kissinger, y Advisor and|81
687194896333|20111006090752251|204.79.148.85|Chrome|yes|3
687194896334|20111006051608653|41.222.161.26|Internet Explorer|fine|4
687194896335|20111006034822658|117.18.247.146|Chrome|About Jacques Offenbach, ris during the 1870s, with reviAbout Where the Streets Have No Na|90
687194896336|20111007025145045|204.79.160.6|Internet Explorer|About Henry Kissinger, Peace Prize, he serAbout Roman Empire, cate to the |74
687194896337|20111006231057614|117.18.247.146|Chrome|About Jacques Offenbach, eted or edited About Joseph Goebbels, eilung (Bro|74
687194896338|20111007035930336|46.19.235.19|Internet Explorer|About Jacques Offenbach,  management of ParisAbout Thomas Hardy, ver modern |76
687194896339|20111007175915734|27.103.239.245|Firefox|cool|4
687194896340|20111006190510268|41.205.31.218|Internet Explorer|About Sammy Sosa, ers in 1989. About Virgil, ic Aeneid. A About Lebanon, ury who beca|85
687194896341|20111006231316857|118.107.128.185|Chrome|LOL|3
687194896342|20111006014201256|41.74.150.41|Firefox|maybe|5
687194896343|20111006115950900|27.103.239.245|Firefox|thanks|6
687194896344|20111006113800711|61.17.37.36|Chrome|cool|4
687194896345|20111007212549155|116.66.192.252|Internet Explorer|About Henry Kissinger,  Realpolitik, KissingeAbout Aristophanes,  fragments of some of|86
481036466139|20110322100749291|41.75.234.112|Internet Explorer|great|5
481036466140|20110322085533477|41.205.31.218|Internet Explorer|About Rabindranath Tagore, gali poet, Brahmo phAbout Genghis Khan,  of Genghis|78
481036466141|20110322111300281|31.12.67.140|Firefox|yes|3
481036466142|20110322085718318|27.115.85.233|Internet Explorer|About Rabindranath Tagore, dranath Tagore's poAbout Kurt Vonnegut, d was ho|75
481036466143|20110322082324508|46.19.34.91|Firefox|ok|2
481036466144|20110323033526843|200.0.70.44|Chrome|cool|4
481036466145|20110323073518214|31.12.67.140|Firefox|thx|3
481036466146|20110323044638435|195.94.7.215|Firefox|fine|4
481036466147|20110322120014492|27.54.75.46|Firefox|About Rabindranath Tagore, o his status as a Bengali poetAbout John Stuart Mill, a propo|88
481036466148|20110322171140456|78.40.99.130|Internet Explorer|ok|2
481036466149|20110322134519794|117.18.247.146|Chrome|About Kurt Vonnegut, erhouse-Five (1969), About Hybrid Theory, nts. Hybrid Theory|81
481036466151|20110322131738715|61.17.197.42|Safari|I see|5
481036466152|20110323073537892|41.205.68.74|Firefox|About James Joyce, verse does not extend beyondAbout John McCain, ed an out-of-sequ|83
481036466153|20110323163310763|61.17.197.42|Safari|About James Joyce,  which the episodes ofAbout Boris Yeltsin, kov, former head of BoA|85
481036466154|20110324113402731|41.205.31.218|Internet Explorer|thanks|6
481036466155|20110323044822234|114.141.217.192|Firefox|About Diocletian, iocletian ended thAbout Benjamin Britten, he a cappella chorAbout Grove|89
481036466156|20110323073622111|197.220.203.36|Firefox|About Whoopi Goldberg, e is one of the few entertaineAbout John McCain, war wounds left|87
481036466157|20110323073726204|64.7.132.40|Firefox|duh|3
481036466158|20110323052600599|41.78.117.83|Chrome|right|5
481036466159|20110323095156985|78.40.99.130|Internet Explorer|fine|4
481036466160|20110323073634762|190.84.38.194|Opera|roflol|6
481036466161|20110323233837068|31.177.57.251|Firefox|good|4
481036466162|20110323073710014|78.40.99.130|Internet Explorer|thx|3
481036466163|20110323093432555|1.4.4.189|Firefox|great|5
481036466164|20110324012829070|195.94.29.22|Internet Explorer|roflol|6
687194896374|20111006233230336|196.1.98.252|Firefox|About Sammy Sosa, layer in MLB hisAbout Camille Saint-Saëns,  1921) was a FreAb|79
687194896375|20111007002943311|204.79.160.6|Internet Explorer|About Germany, ny, officially the Federal RepAbout Sri Lanka, strategic naval link betwee|89
687194896376|20111007041502629|117.18.247.146|Chrome|fine|4
687194896377|20111007225753823|41.74.150.41|Firefox|About Sammy Sosa, Mark McGwire achAbout Felix Mendelssohn,  grandson of theAbo|78
687194896378|20111007012029050|27.35.111.48|Chrome|great|5
687194896379|20111007150832556|148.240.94.143|Firefox|no way!|7
687194896380|20111008101714910|195.94.29.22|Internet Explorer|thx|3
687194896381|20111006233445960|114.141.217.192|Firefox|fine|4
687194896382|20111007010051603|213.150.173.217|Internet Explorer|duh|3
687194896383|20111007171111453|49.194.208.50|Internet Explorer|thx|3
687194896384|20111007033750569|95.179.235.119|Opera|good|4
687194896385|20111008141741365|197.220.203.36|Firefox|LOL|3
687194896386|20111007055640640|195.94.29.22|Internet Explorer|ok|2
687194896388|20111007205036776|88.151.199.140|Internet Explorer|roflol|6
687194896389|20111008094020582|31.216.154.26|Chrome|ok|2
687194896390|20111008010156453|1.28.102.211|Firefox|About Jawaharlal Nehru, came the firsAbout Samuel Beckett, stmodernists.Ab|74
687194896391|20111008040247543|27.116.17.45|Internet Explorer|LOL|3
687194896392|20111008034526927|41.217.138.101|Chrome|About Jawaharlal Nehru, en referrAbout Samuel Beckett, widely reAbout William|77
687194896393|20111008100839797|1.4.4.189|Firefox|maybe|5
687194896394|20111008071642898|213.55.72.184|Chrome|About Juan Carlos I of Spain, he was coAbout Samuel Beckett, st modernAbout William Wo|86
687194896395|20111008041152287|91.216.189.44|Chrome|thx|3
687194896396|20111009024247505|61.17.197.42|Safari|good|4
687194896397|20111008145951401|204.79.148.85|Chrome|About Ludwig Wittgenstein, umously publiAbout Jawaharlal Nehru, torship of MoAbout William Wordsworth, idge. WordswoAbout Elvis Presley|135
687194896398|20111009043346159|61.17.197.42|Safari|About Ludwig Wittgenstein, s, wherAbout Chiang Kai-shek, cing ChAbout Elvis Presley, atil|89
687194896399|20111009030543936|41.205.31.218|Internet Explorer|cool|4
687194896400|20111009091533835|49.50.8.170|Firefox|About Ludwig Wittgenstein, d, andAbout Chiang Kai-shek, ersecuAbout Jacques Chirac, e Fr|88
687194896401|20111008190207136|192.68.138.254|Opera|yes|3
687194896402|20111008063049025|27.35.111.48|Chrome|no|2
687194896403|20111008010206981|132.247.65.175|Internet Explorer|great|5
687194896404|20111009074516380|27.5.116.14|Firefox|LOL|3
687194896405|20111008054437844|46.19.235.19|Internet Explorer|duh|3
687194896406|20111007202016729|114.141.217.192|Firefox|thx|3
687194896407|20111009233149552|49.50.8.170|Firefox|About Ludwig Wittgenstein, made mAbout Chiang Kai-shek, ang's About Ruhollah |77
687194896409|20111006145529123|27.35.111.48|Chrome|fine|4
687194896410|20111007011207203|41.63.133.29|Chrome|About Sammy Sosa, reer with brAbout Mikhail Gorbachev, lly been menAbout Anne, Queen of G|89
687194896411|20111006164853215|117.18.247.146|Chrome|cool|4
687194896412|20111007050514420|80.253.152.129|Firefox|About Elizabeth Taylor, nces in teAbout John Gould, to a sociaAbout Wright b|76
687194896413|20111007070715720|41.63.133.29|Chrome|About Monday, Monday, apas won a Grammy Award for Best PAbout Jean-Luc Godard,  narrative cinema norm|101
687194896415|20111006124117856|31.132.169.41|Safari|duh|3
687194896416|20111006172705977|114.141.217.192|Firefox|no way!|7
687194896417|20111006140454074|213.150.173.217|Internet Explorer|roflol|6
687194896418|20111006122813449|201.220.215.203|Firefox|ok|2
687194896419|20111006113937812|116.66.192.252|Internet Explorer|right|5
687194896420|20111006201422522|196.201.30.226|Chrome|About Sammy Sosa,  Rangers. With the RangAbout The Chronic,  Written by Lewis betweAbout |89
481036466214|20110322185512478|196.1.143.58|Chrome|thx|3
481036466215|20110322122346723|41.63.133.29|Chrome|no way!|7
481036466216|20110322121224777|114.141.217.192|Firefox|About Camille Saint-Saëns, pianist.About Terry Pratchett,  for theAbout Ezra Pound, a|85
481036466217|20110322222434886|41.63.133.29|Chrome|cool|4
481036466218|20110322122006947|31.12.67.140|Firefox|fine|4
481036466219|20110322182349428|41.188.54.178|Internet Explorer|About Camille Saint-Saëns, do CapricAbout Andrew Carnegie, y's FederAbout Jamaica, |83
481036466220|20110322121220070|200.0.70.44|Chrome|About Genghis Khan, ciences. SiAbout Frank Zappa,  him to creAbout Michael Jordan, e wo|87
481036466221|20110322190010357|49.194.208.50|Internet Explorer|great|5
481036466222|20110323052332364|192.68.138.254|Opera|thanks|6
481036466223|20110323013021661|46.17.167.183|Firefox|About Tony Blair, y the lAbout Andrew Carnegie, llion tAbout North Vietnam|74
481036466224|20110322154657721|49.194.208.50|Internet Explorer|About Hans Christian Andersen, 5 – AugusAbout Camille Saint-Saëns, 1, Hava|74
481036466225|20110322200631911|41.78.117.83|Chrome|About Camille Saint-Saëns, ëns (9 OAbout Andrew Carnegie,  createdAbout Justin Timberlake, , each sAbo|102
481036466226|20110323032443840|109.178.249.33|Internet Explorer|fine|4
481036466227|20110322140542068|196.223.2.11|Firefox|About Neil Gaiman, us awards,About Frank Zappa,  work as aAbout Iggy Pop, ous |78
481036466228|20110323104947330|46.19.34.91|Firefox|About Jonathan Swift, t for the WhiAbout Andrew Carnegie, yees. He is oAbout Nat King Cole, used to perfoAbout North Vietnam,  Republic of About Cary Grant|155
481036466229|20110322185252589|196.223.2.11|Firefox|right|5
687194896439|20111007045155261|78.40.99.130|Internet Explorer|thanks|6
687194896440|20111007085136948|204.79.148.85|Chrome|I see|5
687194896441|20111007030848542|213.55.72.184|Chrome|About Sammy Sosa,  stints with the BaltiAbout James Madison, States Constitution anAbout Lorenz Hart, clud|106
687194896442|20111007031358614|196.29.42.107|Firefox|ok|2
687194896443|20111007075755795|49.50.8.170|Firefox|maybe|5
687194896444|20111007045548200|31.216.154.26|Chrome|LOL|3
687194896445|20111007215354862|91.225.107.94|Firefox|About Sammy Sosa,  a single sAbout Pope Pius IX,  icon from About Mark Twa|74
687194896446|20111007031945179|31.132.169.41|Safari|right|5
687194896447|20111007031007263|204.79.160.6|Internet Explorer|duh|3
687194896448|20111008002350413|41.63.133.29|Chrome|fine|4
687194896449|20111007014845820|196.223.2.11|Firefox|right|5
481036466243|20110323181105110|78.40.99.130|Internet Explorer|ok|2
481036466244|20110323161501320|88.151.199.140|Firefox|right|5
755914373191|20111110123541935|1.90.51.20|Firefox|right|5
755914373192|20111110124256041|1.118.77.242|Firefox|maybe|5
755914373193|20111110105109922|1.118.77.242|Firefox|no|2
755914373194|20111110113424783|41.204.102.171|Safari|great|5
755914373195|20111110141837825|41.204.102.171|Safari|maybe|5
755914373196|20111110111709731|1.118.77.242|Firefox|thanks|6
755914373197|20111110102635837|1.90.51.20|Firefox|duh|3
755914373198|20111110102504373|1.118.77.242|Firefox|LOL|3
755914373199|20111110150257295|1.118.77.242|Firefox|fine|4
1030792280158|20120904134550333|14.135.42.228|Firefox|About Woman in Love, nt a total of three weeks at the number-About Charles Dic|78
1030792280159|20120904174802851|148.204.12.25|Opera|no way!|7
1030792280160|20120904134728425|61.11.47.20|Safari|no|2
893353326873|20120321150357259|14.102.159.201|Internet Explorer|cool|4
893353326874|20120322111649993|212.76.16.81|Firefox|great|5
1030792280348|20120718171158516|202.61.52.58|Internet Explorer|About Dutch Empire, apidly as a major force from the late 16th century, the Netherland|86
1030792280349|20120718160000326|27.98.243.89|Firefox|About Folksinger, hristgau (A-) link Rolling Stone (not rated) July, 1990 Allmusic 4/5 s|88
1030792280350|20120719150637592|124.6.254.163|Internet Explorer|ok|2
1030792280352|20120711122540919|1.82.2.30|Chrome|maybe|5
1030792280353|20120711104356477|58.145.168.50|Firefox|LOL|3
1030792280354|20120711122643108|49.236.58.30|Firefox|right|5
1030792280355|20120711113156582|60.243.119.58|Chrome|right|5
1030792280356|20120711162143149|213.55.86.56|Safari|right|5
1030792280357|20120711225418516|120.50.191.30|Chrome|About Benito Mussolini, talian Fascism, which included elementAbout Charle|74
1030792280358|20120712031014326|36.95.74.186|Chrome|right|5
1030792280359|20120712082200016|110.34.34.139|Chrome|fine|4
1030792280360|20120711104141845|60.243.119.58|Chrome|fine|4
1030792280361|20120711143148962|27.98.227.91|Chrome|ok|2
1030792280362|20120712063958519|148.204.12.25|Opera|no|2
1099511757102|20120909155453439|36.95.74.186|Chrome|yes|3
1099511757103|20120910043859547|148.204.12.25|Opera|LOL|3
1099511757104|20120910044110228|41.223.30.37|Internet Explorer|maybe|5
1099511757105|20120909163400008|27.54.224.220|Internet Explorer|right|5
1099511757106|20120909192226171|196.43.201.154|Firefox|LOL|3
1099511757107|20120910140608974|163.60.196.82|Chrome|About Pyotr Ilyich Tchaikovsky, onored in 1884 by Tsar Alexander III, and awaAbout Charl|88
962072803637|20120522170555395|1.90.51.20|Firefox|About Loving Cup,  by Jim Price. The album's producer, Jimmy Miller, provi|74
962072803638|20120523114814356|27.44.189.180|Internet Explorer|About The Best of David Bowie 1969/1974, e stores because of a large number of inaccu|85
962072803639|20120522182402671|192.33.233.5|Internet Explorer|About William McKinley, ey Tariff to protect manufacturers andAbout Loving |75
962072803640|20120523000246269|31.206.153.190|Firefox|no|2
962072803641|20120522212952926|120.50.191.30|Chrome|About Charles II of England, Charles's wife, Catherine of Braganza, borAbout Lovin|82
962072803642|20120522155938475|1.90.51.20|Firefox|About Pete Seeger,  Peter, Paul & Mary (1962) and Trini Lopez (1963), while The Byrds popularized Turn, Turn, Turn! in the|122
962072803643|20120522185929802|60.243.119.58|Chrome|About William McKinley, 1890. He was elected Ohio's governor in 1891 and 189About Fool Again, s in UK s|103
962072803644|20120523123241141|148.204.12.25|Opera|ok|2
962072803645|20120522171004098|60.243.119.58|Chrome|thx|3
962072803646|20120523001011346|212.76.16.81|Firefox|maybe|5
962072803647|20120522182538099|197.141.112.182|Firefox|About William McKinley, rosperity. Rapid economic growth markeAbout Christ|74
962072803648|20120522191848800|1.90.51.20|Firefox|About Kingdom of Bohemia, l Powers in World War I, both Kingdom About Lovin|75
962072803649|20120522192339860|147.114.60.14|Firefox|no|2
893353326915|20120508155937549|1.118.77.242|Firefox|ok|2
893353326916|20120508132544801|1.118.77.242|Firefox|LOL|3
962072803653|20120509022109763|46.31.114.181|Chrome|About Bo Diddley, m the Rhythm and Blues FoundatAbout Baltic states, efers to the Baltic|88
893353326918|20120508132500027|1.118.77.242|Firefox|great|5
962072803655|20120509052509928|1.118.77.242|Firefox|maybe|5
893353326920|20120508173220403|1.118.77.242|Firefox|no way!|7
962072803657|20120509034221865|92.245.197.76|Firefox|thanks|6
893353326922|20120508133855045|1.118.77.242|Firefox|About Igor Stravinsky, aghilev and first performeAbout North Vietnam, s combi|77
962072803659|20120509022300649|46.31.114.181|Chrome|maybe|5
962072803660|20120509012134133|46.31.114.181|Chrome|great|5
893353326925|20120508132536015|46.31.114.181|Chrome|thx|3
962072803662|20120509034555435|46.31.114.181|Chrome|thanks|6
962072803663|20120509022437531|91.139.39.202|Chrome|cool|4
962072803664|20120509041157886|46.31.114.181|Chrome|no|2
893353326951|20120417160711983|61.17.75.169|Internet Explorer|About Henri Matisse, nting. His mastery of the expressive language of colour and drawing, displayed About Goryeo, n Wang Geon revolted and killed Gung Ye in|156
893353326952|20120417075348608|49.156.154.186|Internet Explorer|yes|3
893353326953|20120417224548098|1.39.89.51|Chrome|maybe|5
893353326954|20120417055854902|1.1.23.39|Internet Explorer|no way!|7
893353326955|20120417170232080|61.247.253.229|Chrome|About Henri Matisse, the three artists who helped to define thAbout Nicolaus Cop|80
893353326956|20120418162708297|1.39.89.51|Chrome|good|4
893353326957|20120417182558525|61.17.75.169|Internet Explorer|no|2
1030792280431|20120727004129994|61.17.75.169|Internet Explorer|/abs This article presents the complete discography of Paul McCartney as a solo artist and as a member of Wings.About Paul McCartney, scography of Paul McCa|156
